crash_date,crash_time,borough,on_street,cross_street,contributing_factor,vehicle_type,persons_injured,persons_killed,lat,lon
2022-03-21,17:18:00,Unknown,RICHMOND AVENUE,GOETHALS ROAD NORTH,Failure to Yield Right-of-Way,Sedan,0,0,40.616364,-74.15676
2022-04-16,04:20:00,Unknown,BROOKLYN QUEENS EXPRESSWAY,Unknown,Reaction to Uninvolved Vehicle,Sedan,1,0,40.616547,-74.02607
2022-03-18,16:47:00,Unknown,19 AVENUE,Unknown,Backing Unsafely,Station Wagon/Sport Utility Vehicle,1,0,40.61725,-73.98869
2022-03-03,09:05:00,Unknown,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.617413,-74.15612
2022-12-16,09:50:00,Unknown,61 STREET,Unknown,Driver Inattention/Distraction,Sedan,1,0,40.61747,-73.98129
2022-05-11,18:40:00,Unknown,GOETHALS ROAD NORTH,LAMBERT STREET,Driver Inattention/Distraction,Van,0,0,40.61754,-74.16019
2022-11-28,10:39:00,Unknown,BELT PARKWAY,Unknown,Unspecified,Sedan,0,0,40.617596,-74.040634
2022-07-30,11:25:00,Unknown,NEW UTRECHT AVENUE,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.617626,-73.999435
2022-08-18,18:00:00,Unknown,EAST 34 STREET,AVENUE N,Driver Inattention/Distraction,Sedan,0,0,40.61763,-73.94129
2022-02-27,09:30:00,Unknown,KINGS HIGHWAY,EAST 32 STREET,Unspecified,Pick-up Truck,0,0,40.617676,-73.9432
2022-02-15,15:05:00,Unknown,BROOKLYN QUEENS EXPRESSWAY,Unknown,Following Too Closely,Sedan,0,0,40.617752,-74.025055
2022-02-13,18:16:00,Unknown,67 STREET,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.61796,-73.99138
2022-03-27,15:30:00,Unknown,BELT PARKWAY,Unknown,Following Too Closely,Sedan,0,0,40.61847,-73.89746
2022-01-13,02:00:00,Unknown,WEST SHORE EXPRESSWAY,Unknown,Animals Action,Station Wagon/Sport Utility Vehicle,0,0,40.618732,-74.17606
2022-11-29,19:17:00,Unknown,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.61892,-74.15851
2022-08-28,08:00:00,Unknown,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.61913,-73.99019
2022-07-03,15:17:00,Unknown,GARRISON AVENUE,LIVERMORE AVENUE,Unspecified,Station Wagon/Sport Utility Vehicle,1,0,40.620247,-74.13793
2022-12-19,09:45:00,Unknown,STATEN ISLAND EXPRESSWAY,Unknown,Unsafe Lane Changing,Sedan,0,0,40.620438,-74.1672
2022-07-24,14:30:00,Unknown,STATEN ISLAND EXPRESSWAY,Unknown,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,0,0,40.620438,-74.1672
2022-09-08,10:15:00,Unknown,STATEN ISLAND EXPRESSWAY,Unknown,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,0,0,40.620438,-74.1672
2022-09-06,16:00:00,Unknown,MARTIN LUTHER KING JR,Unknown,Following Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.621105,-74.14882
2022-02-03,06:57:00,Unknown,SOUTH AVENUE,GOETHALS ROAD NORTH,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.621563,-74.16849
2022-08-02,17:25:00,Unknown,SOUTH AVENUE,GOETHALS ROAD NORTH,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,2,0,40.621563,-74.16849
2022-01-28,06:05:00,Unknown,RALPH AVENUE,AVENUE M,Failure to Yield Right-of-Way,Sedan,2,0,40.62194,-73.91753
2022-02-12,00:45:00,Unknown,87 STREET,Unknown,Passing Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.622086,-74.02865
2022-05-01,01:20:00,Unknown,STATEN ISLAND EXPRESSWAY,Unknown,Driver Inexperience,Station Wagon/Sport Utility Vehicle,1,0,40.622173,-74.17442
2022-04-10,10:30:00,Unknown,BELT PARKWAY,Unknown,Traffic Control Disregarded,Sedan,1,0,40.622643,-73.8965
2022-02-22,13:00:00,Unknown,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.62302,-74.16219
2022-09-16,00:00:00,Unknown,Unknown,Unknown,Driver Inexperience,Sedan,0,0,40.62307,-74.149315
2022-05-31,17:25:00,Unknown,SOUTH AVENUE,LISK AVENUE,Unspecified,Station Wagon/Sport Utility Vehicle,1,0,40.623123,-74.1676
2022-09-23,00:38:00,Unknown,Unknown,Unknown,Unspecified,Sedan,0,0,40.62332,-74.16754
2022-07-14,16:10:00,Unknown,JEWETT AVENUE,Unknown,Alcohol Involvement,Station Wagon/Sport Utility Vehicle,0,0,40.62366,-74.13206
2022-03-21,12:00:00,Unknown,FOREST AVENUE,LIVERMORE AVENUE,Driver Inattention/Distraction,Bus,0,0,40.62427,-74.13724
2022-10-03,10:10:00,Unknown,FOREST AVENUE,DECKER AVENUE,Driver Inattention/Distraction,Sedan,1,0,40.62459,-74.14129
2022-01-15,15:12:00,Unknown,DECKER AVENUE,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,3,0,40.62459,-74.14129
2022-06-09,08:00:00,Unknown,65 STREET,Unknown,Driver Inattention/Distraction,Sedan,1,0,40.624653,-73.99933
2022-04-26,07:05:00,Unknown,65 STREET,Unknown,Failure to Yield Right-of-Way,Sedan,3,0,40.624653,-73.99933
2022-02-06,17:43:00,Unknown,WILLOW ROAD WEST,FOREST AVENUE,Failure to Yield Right-of-Way,Sedan,1,0,40.624912,-74.146706
2022-03-12,10:35:00,Unknown,FOREST AVENUE,MORNINGSTAR ROAD,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1,0,40.625103,-74.14877
2022-04-01,19:30:00,Unknown,FOREST AVENUE,RICHMOND AVENUE,Driver Inattention/Distraction,Sedan,1,0,40.625103,-74.14877
2022-03-01,02:59:00,Unknown,Unknown,Unknown,Alcohol Involvement,Pick-up Truck,0,0,40.625298,-74.1614
2022-10-28,06:20:00,Unknown,STATEN ISLAND EXPRESSWAY,Unknown,Fell Asleep,Dump,1,0,40.625313,-74.17835
2022-08-27,17:40:00,Unknown,PORT RICHMOND AVENUE,Unknown,Driver Inattention/Distraction,Sedan,1,0,40.62534,-74.144066
2022-07-05,10:50:00,Unknown,STATEN ISLAND EXPRESSWAY,Unknown,Failure to Yield Right-of-Way,Tractor Truck Diesel,0,0,40.626316,-74.179726
2022-08-11,15:41:00,Unknown,50 STREET,Unknown,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,0,0,40.626335,-73.97924
2022-06-27,13:00:00,Unknown,Unknown,Unknown,Turning Improperly,Sedan,0,0,40.62634,-74.13371
2022-08-28,23:10:00,Unknown,14 AVENUE,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.626373,-73.99754
2022-09-15,18:00:00,Unknown,AVENUE J,Unknown,Unspecified,Sedan,1,0,40.626663,-73.947876
2022-02-25,03:29:00,Unknown,BELT PARKWAY,Unknown,Pavement Slippery,Sedan,0,0,40.626713,-73.891655
2022-12-24,14:30:00,Unknown,Unknown,Unknown,Unspecified,Sedan,0,0,40.62702,-74.16484
2022-10-25,13:54:00,Unknown,BELT PARKWAY,Unknown,Driver Inattention/Distraction,Sedan,1,0,40.62764,-73.89022
2022-12-12,23:30:00,Unknown,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.627808,-74.16947
2022-05-09,00:30:00,Unknown,BELT PARKWAY,Unknown,Unsafe Speed,Sedan,4,1,40.627827,-73.89021
2022-07-18,15:55:00,Unknown,UTICA AVENUE,Unknown,Turning Improperly,Station Wagon/Sport Utility Vehicle,2,0,40.628166,-73.92787
2022-02-05,00:37:00,Unknown,Unknown,Unknown,Alcohol Involvement,Station Wagon/Sport Utility Vehicle,0,0,40.628853,-74.14771
2022-02-03,18:13:00,Unknown,NOSTRAND AVENUE,Unknown,Driver Inattention/Distraction,Sedan,1,0,40.629166,-73.947334
2022-11-23,16:17:00,Unknown,FLATBUSH AVENUE,Unknown,Turning Improperly,Station Wagon/Sport Utility Vehicle,1,0,40.629505,-73.94416
2022-07-30,16:45:00,Unknown,73 STREET,6 AVENUE,Aggressive Driving/Road Rage,Station Wagon/Sport Utility Vehicle,3,0,40.629852,-74.01956
2022-08-09,00:32:00,Unknown,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.630287,-74.14723
2022-12-03,20:05:00,Unknown,Unknown,Unknown,Driver Inattention/Distraction,Pick-up Truck,0,0,40.630337,-74.15538
2022-05-10,19:35:00,Unknown,EAST 83 STREET,Unknown,Unsafe Speed,Sedan,0,0,40.63038,-73.90379
2022-12-31,14:30:00,Unknown,BELT PARKWAY,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.63043,-73.88593
2022-06-15,11:49:00,Unknown,GOETHALS ROAD NORTH,WESTERN AVENUE,Passing or Lane Usage Improper,Tractor Truck Diesel,1,0,40.630505,-74.18623
2022-01-16,17:53:00,Unknown,7 AVENUE,OVINGTON AVENUE,Failure to Yield Right-of-Way,Sedan,1,0,40.63073,-74.01734
2022-01-26,04:52:00,Unknown,ROCKAWAY PARKWAY,SHORE PARKWAY,Unsafe Lane Changing,Station Wagon/Sport Utility Vehicle,0,0,40.63082,-73.88636
2022-01-23,07:00:00,Unknown,SHORE PARKWAY,ROCKAWAY PARKWAY,Aggressive Driving/Road Rage,Sedan,0,0,40.63082,-73.88636
2022-02-20,03:25:00,Unknown,AVENUE H,Unknown,Unspecified,Sedan,0,0,40.631836,-73.94463
2022-01-24,19:46:00,Unknown,MORNINGSTAR ROAD,HOOKER PLACE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.63195,-74.14667
2022-06-17,06:09:00,Unknown,59 STREET,Unknown,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0,0,40.632084,-74.00236
2022-08-03,05:40:00,Unknown,SOUTH AVENUE,BRABANT STREET,Driver Inattention/Distraction,Sedan,0,0,40.632164,-74.166336
2022-05-20,21:12:00,Unknown,GLENWOOD ROAD,Unknown,Unspecified,Sedan,1,0,40.632896,-73.957756
2022-08-13,23:35:00,Unknown,PORT RICHMOND AVENUE,POST AVENUE,Driver Inattention/Distraction,Sedan,0,0,40.633957,-74.13612
2022-03-18,23:33:00,Unknown,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.63406,-74.14105
2022-03-06,23:17:00,Unknown,67 STREET,6 AVENUE,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle,1,0,40.63417,-74.0178
2022-08-06,22:13:00,Unknown,BELT PARKWAY,Unknown,Unspecified,Sedan,1,0,40.634815,-73.88094
2022-11-22,00:00:00,Unknown,65 STREET,6 AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.63552,-74.0167
2022-01-03,18:08:00,Unknown,65 STREET,6 AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.63552,-74.0167
2022-01-09,13:00:00,Unknown,66 STREET,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.636078,-74.019714
2022-03-19,00:15:00,Unknown,Unknown,Unknown,Unspecified,Sedan,0,0,40.636116,-74.13854
2022-08-25,12:10:00,Unknown,FARRAGUT ROAD,Unknown,Unsafe Speed,Sedan,1,0,40.636265,-73.94802
2022-11-29,09:53:00,Unknown,CONEY ISLAND AVENUE,DITMAS AVENUE,Driver Inattention/Distraction,Sedan,1,0,40.63665,-73.96805
2022-08-13,20:10:00,Unknown,3 AVENUE,68 STREET,Alcohol Involvement,Station Wagon/Sport Utility Vehicle,0,0,40.63667,-74.02567
2022-03-27,19:20:00,Unknown,RICHMOND TERRACE,UNION AVENUE,Driver Inattention/Distraction,Sedan,2,0,40.636818,-74.15794
2022-09-12,13:10:00,Unknown,62 STREET,Unknown,Unsafe Speed,Sedan,1,0,40.637012,-74.01515
2022-03-27,23:44:00,Unknown,HENDERSON AVENUE,Unknown,Unspecified,Sedan,0,0,40.637135,-74.11636
2022-10-27,14:20:00,Unknown,BAY STREET,VICTORY BOULEVARD,View Obstructed/Limited,Sedan,0,0,40.63777,-74.07602
2022-11-05,22:20:00,Unknown,65 STREET,4 AVENUE,Other Vehicular,Station Wagon/Sport Utility Vehicle,2,0,40.638264,-74.021095
2022-06-01,19:11:00,Unknown,4 AVENUE,65 STREET,Unsafe Speed,Station Wagon/Sport Utility Vehicle,0,1,40.638264,-74.021095
2022-11-22,08:48:00,Unknown,SHARPE AVENUE,GROVE AVENUE,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1,0,40.63858,-74.13695
2022-12-31,23:50:00,Unknown,BELT PARKWAY,Unknown,Unsafe Lane Changing,Sedan,10,0,40.638695,-73.87859
2022-09-20,22:15:00,Unknown,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.63908,-74.16607
2022-10-30,05:15:00,Unknown,CORTELYOU ROAD,CONEY ISLAND AVENUE,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.639256,-73.968796
2022-11-13,11:30:00,Unknown,8 AVENUE,Unknown,Turning Improperly,Sedan,1,0,40.639435,-74.00546
2022-01-16,05:09:00,Unknown,RIDGE BOULEVARD,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.639446,-74.02696
2022-08-03,15:00:00,Unknown,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.639523,-74.171265
2022-12-20,17:05:00,Unknown,55 STREET,Unknown,Passing or Lane Usage Improper,Sedan,0,0,40.639645,-74.008835
2022-04-24,15:00:00,Unknown,4 AVENUE,Unknown,Unsafe Speed,Station Wagon/Sport Utility Vehicle,1,0,40.639706,-74.01961
2022-01-20,15:13:00,Unknown,46 STREET,Unknown,Driver Inexperience,Sedan,0,0,40.63981,-73.995514
2022-03-31,08:35:00,Unknown,BELT PARKWAY,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.639866,-73.87788
2022-11-17,08:02:00,Unknown,FOSTER AVENUE,EAST 53 STREET,Driver Inattention/Distraction,Sedan,0,0,40.639977,-73.92623
2022-07-23,17:00:00,Unknown,FOSTER AVENUE,EAST 53 STREET,Passing or Lane Usage Improper,Sedan,0,0,40.639977,-73.92623
2022-11-13,10:57:00,Unknown,KINGS HIGHWAY,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.640015,-73.92575
2022-03-24,10:00:00,Unknown,KINGS HIGHWAY,FOSTER AVENUE,Driver Inattention/Distraction,Sedan,2,0,40.640015,-73.92575
2022-03-04,16:36:00,Unknown,BROOKLYN AVENUE,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.641304,-73.94276
2022-02-02,15:00:00,Unknown,BELT PARKWAY,Unknown,Unspecified,ambulance,0,0,40.64254,-73.87652
2022-10-15,21:40:00,Unknown,BELT PARKWAY,Unknown,Driver Inexperience,Sedan,0,0,40.64254,-73.87652
2022-08-29,15:00:00,Unknown,BELT PARKWAY,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.64254,-73.87652
2022-09-05,15:30:00,Unknown,BELT PARKWAY,Unknown,Driver Inattention/Distraction,Sedan,1,0,40.6427,-73.87661
2022-11-12,01:12:00,Unknown,CLARENDON ROAD,Unknown,Driver Inattention/Distraction,Sedan,1,0,40.643063,-73.95166
2022-11-16,19:22:00,Unknown,FARRAGUT ROAD,Unknown,Unspecified,Sedan,0,0,40.643204,-73.90929
2022-03-17,04:22:00,Unknown,CLARENDON ROAD,Unknown,Traffic Control Device Improper/Non-Working,Sedan,0,0,40.643604,-73.94301
2022-12-16,12:25:00,Unknown,52 STREET,Unknown,Passing Too Closely,Sedan,0,0,40.643986,-74.01149
2022-11-21,19:35:00,Unknown,FLATBUSH AVENUE,Unknown,Driver Inattention/Distraction,Sedan,1,0,40.644142,-73.957924
2022-12-10,01:00:00,Unknown,GOWANUS EXPY (BQE),Unknown,Driver Inattention/Distraction,Sedan,0,0,40.64464,-74.01757
2022-05-23,04:45:00,Unknown,FLATBUSH AVENUE,BEVERLEY ROAD,Unspecified,Station Wagon/Sport Utility Vehicle,1,0,40.64507,-73.95803
2022-11-29,07:35:00,Unknown,BELT PARKWAY,Unknown,Reaction to Uninvolved Vehicle,Station Wagon/Sport Utility Vehicle,0,0,40.64511,-73.874886
2022-01-24,00:10:00,Unknown,BELT PARKWAY,Unknown,Following Too Closely,Sedan,0,0,40.645256,-73.874954
2022-04-28,17:36:00,Unknown,PENNSYLVANIA AVENUE,Unknown,Lost Consciousness,Station Wagon/Sport Utility Vehicle,1,0,40.646152,-73.879875
2022-02-14,10:00:00,Unknown,REMSEN AVENUE,AVENUE D,Backing Unsafely,Bus,1,0,40.64644,-73.91289
2022-06-25,03:08:00,Unknown,AVENUE D,REMSEN AVENUE,Aggressive Driving/Road Rage,Sedan,1,0,40.64644,-73.91289
2022-05-23,16:09:00,Unknown,56 STREET,Unknown,Lost Consciousness,Station Wagon/Sport Utility Vehicle,1,0,40.647064,-74.02263
2022-04-23,12:00:00,Unknown,EAST 35 STREET,Unknown,Unspecified,Motorcycle,0,0,40.647076,-73.94435
2022-06-11,21:45:00,Unknown,REMSEN AVENUE,Unknown,Failure to Yield Right-of-Way,Sedan,0,0,40.6481,-73.91474
2022-04-04,15:09:00,Unknown,UTICA AVENUE,Unknown,Unspecified,Bus,0,0,40.648182,-73.93001
2022-02-22,00:47:00,Unknown,SNYDER AVENUE,Unknown,Unspecified,Ambulance,0,0,40.64916,-73.94552
2022-01-07,09:30:00,Unknown,GOWANUS EXPY (BQE),Unknown,Reaction to Uninvolved Vehicle,Pick-up Truck,0,0,40.64937,-74.012955
2022-12-20,17:45:00,Unknown,GOWANUS EXPY (BQE),Unknown,Fell Asleep,Sedan,1,0,40.65049,-74.01179
2022-11-15,07:48:00,Unknown,BEDFORD AVENUE,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.650528,-73.95583
2022-03-20,01:30:00,Unknown,CONEY ISLAND AVENUE,PARK CIRCLE,Unspecified,Sedan,0,0,40.65073,-73.9719
2022-08-10,00:02:00,Unknown,CHURCH AVENUE,Unknown,Driver Inattention/Distraction,E-Bike,1,0,40.650806,-73.94958
2022-04-02,22:25:00,Unknown,BELT PARKWAY,Unknown,Following Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.651047,-73.86689
2022-02-20,06:06:00,Unknown,CHURCH AVENUE,Unknown,Unspecified,Sedan,0,0,40.651688,-73.9314
2022-07-05,18:06:00,Unknown,BELT PARKWAY,Unknown,Unsafe Lane Changing,Station Wagon/Sport Utility Vehicle,0,0,40.651863,-73.86536
2022-02-25,15:57:00,Unknown,BELT PARKWAY,Unknown,Following Too Closely,Sedan,1,0,40.651863,-73.86536
2022-03-16,20:00:00,Unknown,BELT PARKWAY,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,1,0,40.651974,-73.86542
2022-05-01,15:43:00,Unknown,BEDFORD AVENUE,Unknown,Driver Inattention/Distraction,Sedan,2,0,40.652313,-73.95602
2022-10-12,18:35:00,Unknown,GOWANUS EXPY (BQE),Unknown,Unsafe Speed,Sedan,1,0,40.652515,-74.00941
2022-06-17,09:20:00,Unknown,FLATLANDS AVENUE,Unknown,Following Too Closely,Sedan,2,0,40.652767,-73.8863
2022-02-21,03:00:00,Unknown,REMSEN AVENUE,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.652786,-73.91997
2022-07-14,09:00:00,Unknown,4 AVENUE,Unknown,Unspecified,Sedan,1,0,40.6532,-74.005585
2022-07-01,04:00:00,Unknown,38 STREET,Unknown,Driver Inattention/Distraction,Tractor Truck Diesel,1,0,40.6532,-74.005585
2022-08-07,14:15:00,Unknown,2 AVENUE,Unknown,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,1,0,40.653572,-74.012276
2022-01-26,01:16:00,Unknown,LINDEN BOULEVARD,Unknown,Other Vehicular,Station Wagon/Sport Utility Vehicle,0,0,40.65418,-73.91072
2022-06-10,16:00:00,Unknown,PROSPECT EXPRESSWAY EAST,Unknown,Tire Failure/Inadequate,Box Truck,1,0,40.654636,-73.97856
2022-04-21,19:30:00,Unknown,GOWANUS EXPY (BQE),Unknown,Unsafe Speed,Station Wagon/Sport Utility Vehicle,1,0,40.654984,-74.00711
2022-01-05,09:55:00,Unknown,LENOX ROAD,Unknown,Pavement Slippery,Station Wagon/Sport Utility Vehicle,1,0,40.655037,-73.935585
2022-11-25,09:40:00,Unknown,BROOKVILLE BOULEVARD,147 ROAD,Following Too Closely,Sedan,0,0,40.656475,-73.744934
2022-06-20,19:05:00,Unknown,FLATBUSH AVENUE,Unknown,Unspecified,Motorcycle,1,0,40.65676,-73.960144
2022-03-06,19:00:00,Unknown,GOWANUS EXPY (BQE),Unknown,Driver Inattention/Distraction,Flat Rack,0,0,40.65723,-74.00478
2022-11-03,07:24:00,Unknown,GOWANUS EXPY (BQE),Unknown,Following Too Closely,Station Wagon/Sport Utility Vehicle,1,0,40.65723,-74.00478
2022-11-06,00:14:00,Unknown,NEW YORK AVENUE,Unknown,Driver Inattention/Distraction,Sedan,1,0,40.65728,-73.947365
2022-11-05,16:50:00,Unknown,NEW YORK AVENUE,Unknown,Driver Inattention/Distraction,Sedan,1,0,40.65728,-73.947365
2022-01-17,19:45:00,Unknown,4 AVENUE,Unknown,Failure to Yield Right-of-Way,Taxi,1,0,40.657665,-74.00093
2022-05-06,19:59:00,Unknown,UTICA AVENUE,Unknown,Alcohol Involvement,Station Wagon/Sport Utility Vehicle,1,0,40.658295,-73.93109
2022-08-17,10:52:00,Unknown,BREWER BOULEVARD,149 AVENUE,Unspecified,Taxi,1,0,40.658417,-73.76768
2022-10-07,01:47:00,Unknown,PENNSYLVANIA AVENUE,Unknown,Driver Inattention/Distraction,Box Truck,0,0,40.658577,-73.89063
2022-06-06,23:55:00,Unknown,BELT PARKWAY,Unknown,Following Too Closely,Sedan,1,0,40.658703,-73.854904
2022-09-22,10:30:00,Unknown,184 STREET,147 AVENUE,Following Too Closely,Station Wagon/Sport Utility Vehicle,1,0,40.65971,-73.76364
2022-11-11,12:00:00,Unknown,BELT PARKWAY,Unknown,Following Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.659775,-73.85356
2022-03-16,12:24:00,Unknown,182 STREET,147 AVENUE,Lost Consciousness,Tractor Truck Diesel,1,0,40.65999,-73.765656
2022-02-10,13:40:00,Unknown,147 AVENUE,181 STREET,Unspecified,Sedan,0,0,40.660133,-73.76653
2022-06-09,10:33:00,Unknown,PROSPECT EXPRESSWAY EAST,Unknown,Driver Inattention/Distraction,Concrete Mixer,1,0,40.66039,-73.98715
2022-12-09,15:21:00,Unknown,PROSPECT PARK WEST,Unknown,Other Vehicular,Bus,0,0,40.660397,-73.98038
2022-06-22,17:00:00,Unknown,RUTLAND ROAD,Unknown,Other Vehicular,Station Wagon/Sport Utility Vehicle,0,0,40.66041,-73.93424
2022-12-21,13:43:00,Unknown,BEDFORD AVENUE,Unknown,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,1,0,40.660442,-73.95688
2022-08-05,22:15:00,Unknown,OCEAN AVENUE,Unknown,Unspecified,E-Scooter,1,0,40.660507,-73.96282
2022-12-24,20:08:00,Unknown,UTICA AVENUE,Unknown,Following Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.66059,-73.931335
2022-01-14,20:18:00,Unknown,REMSEN AVENUE,RUTLAND ROAD,Driver Inattention/Distraction,Sedan,1,0,40.66095,-73.92906
2022-09-28,12:20:00,Unknown,NEW YORK AVENUE,Unknown,Driver Inattention/Distraction,Box Truck,0,0,40.661003,-73.94776
2022-09-19,17:40:00,Unknown,NEW LOTS AVENUE,GEORGIA AVENUE,Pavement Slippery,Station Wagon/Sport Utility Vehicle,1,0,40.661125,-73.8947
2022-08-31,22:00:00,Unknown,NOSTRAND AVENUE,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.661568,-73.95073
2022-11-26,14:10:00,Unknown,EAST NEW YORK AVENUE,Unknown,Unspecified,Sedan,0,0,40.661743,-73.94784
2022-12-02,21:40:00,Unknown,BELT PARKWAY,Unknown,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle,0,0,40.661777,-73.85069
2022-09-07,14:02:00,Unknown,BROOKLYN AVENUE,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.66188,-73.94557
2022-03-04,18:24:00,Unknown,ROCKAWAY AVENUE,Unknown,Driver Inattention/Distraction,Sedan,1,0,40.66255,-73.90893
2022-03-17,11:55:00,Unknown,ASHFORD STREET,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.66278,-73.88086
2022-10-23,16:00:00,Unknown,LEFFERTS AVENUE,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.66319,-73.93727
2022-06-03,14:25:00,Unknown,RIVERDALE AVENUE,Unknown,Unspecified,Sedan,1,0,40.66322,-73.893654
2022-12-09,18:40:00,Unknown,UTICA AVENUE,Unknown,Traffic Control Disregarded,Sedan,1,0,40.66323,-73.93161
2022-11-04,12:52:00,Unknown,VAN WYCK EXPWY,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.663685,-73.803085
2022-03-07,15:20:00,Unknown,TROY AVENUE,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.663754,-73.937164
2022-09-10,11:35:00,Unknown,4 AVENUE,Unknown,Driver Inattention/Distraction,Bike,1,0,40.663845,-73.994514
2022-07-15,01:45:00,Unknown,EMPIRE BOULEVARD,Unknown,Unspecified,Sedan,0,0,40.664055,-73.9427
2022-12-16,01:14:00,Unknown,SOUTH CONDUIT AVENUE,Unknown,Unsafe Speed,Sedan,0,0,40.66454,-73.82276
2022-02-14,18:06:00,Unknown,TROY AVENUE,Unknown,Alcohol Involvement,Station Wagon/Sport Utility Vehicle,0,0,40.664642,-73.93708
2022-06-28,13:28:00,Unknown,KINGSTON AVENUE,Unknown,Unsafe Speed,Station Wagon/Sport Utility Vehicle,1,0,40.664948,-73.94262
2022-12-15,16:30:00,Unknown,BELT PARKWAY,Unknown,Unsafe Lane Changing,Station Wagon/Sport Utility Vehicle,0,0,40.66496,-73.82226
2022-11-26,15:45:00,Unknown,BELT PARKWAY,Unknown,Driver Inattention/Distraction,Sedan,2,0,40.66496,-73.82226
2022-12-25,04:15:00,Unknown,BELT PARKWAY,Unknown,Unsafe Speed,Sedan,0,0,40.66496,-73.82226
2022-11-24,02:40:00,Unknown,145 ROAD,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.66523,-73.765884
